@relation R_data_frame

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute attr33 numeric
@attribute attr34 numeric
@attribute attr35 numeric
@attribute attr36 numeric
@attribute attr37 numeric
@attribute attr38 numeric
@attribute attr39 numeric
@attribute attr40 numeric
@attribute attr41 numeric
@attribute attr42 numeric
@attribute attr43 numeric
@attribute attr44 numeric
@attribute attr45 numeric
@attribute attr46 numeric
@attribute attr47 numeric
@attribute attr48 numeric
@attribute attr49 numeric
@attribute attr50 numeric
@attribute attr51 numeric
@attribute attr52 numeric
@attribute attr53 numeric
@attribute attr54 numeric
@attribute attr55 numeric
@attribute attr56 numeric
@attribute attr57 numeric
@attribute attr58 numeric
@attribute attr59 numeric
@attribute attr60 numeric
@attribute attr61 numeric
@attribute attr62 numeric
@attribute attr63 numeric
@attribute attr64 numeric
@attribute attr65 numeric
@attribute attr66 numeric
@attribute attr67 numeric
@attribute attr68 numeric
@attribute attr69 numeric
@attribute attr70 numeric
@attribute attr71 numeric
@attribute attr72 numeric
@attribute attr73 numeric
@attribute attr74 numeric
@attribute attr75 numeric
@attribute attr76 numeric
@attribute attr77 numeric
@attribute attr78 numeric
@attribute attr79 numeric
@attribute attr80 numeric
@attribute attr81 numeric
@attribute attr82 numeric
@attribute attr83 numeric
@attribute attr84 numeric
@attribute attr85 numeric
@attribute attr86 numeric
@attribute attr87 numeric
@attribute attr88 numeric
@attribute attr89 numeric
@attribute attr90 numeric
@attribute attr91 numeric
@attribute attr92 numeric
@attribute attr93 numeric
@attribute attr94 numeric
@attribute attr95 numeric
@attribute attr96 numeric
@attribute attr97 numeric
@attribute attr98 numeric
@attribute attr99 numeric
@attribute attr100 numeric
@attribute attr101 numeric
@attribute attr102 numeric
@attribute attr103 numeric
@attribute attr104 numeric
@attribute attr105 numeric
@attribute attr106 numeric
@attribute attr107 numeric
@attribute attr108 numeric
@attribute attr109 numeric
@attribute attr110 numeric
@attribute attr111 numeric
@attribute attr112 numeric
@attribute attr113 numeric
@attribute attr114 numeric
@attribute attr115 numeric
@attribute attr116 numeric
@attribute attr117 numeric
@attribute attr118 numeric
@attribute attr119 numeric
@attribute attr120 numeric
@attribute attr121 numeric
@attribute target {1,2}

@data
-0.40399,-0.397902,-0.395375,-0.395069,-0.394836,-0.398691,-0.399132,-0.400337,-0.401716,-0.40287,-0.407374,-0.40878,-0.408711,-0.409229,-0.409734,-0.409766,-0.408359,-0.410977,-0.409677,-0.409466,-0.409117,-0.409082,-0.409084,-0.4082,-0.408298,-0.406772,-0.407191,-0.406731,-0.406995,-0.406303,-0.403701,-0.402261,-0.400337,-0.399599,-0.399547,-0.397715,-0.397035,-0.396231,-0.395544,-0.39783,-0.402791,-0.406862,-0.398652,-0.364032,-0.304791,-0.225937,-0.172341,-0.096326,0.137177,0.260153,0.35275,0.512689,0.667068,0.829449,0.983164,1.067702,1.106701,1.112175,1.122034,1.130719,1.127589,1.132293,1.129656,1.145287,1.143727,1.14226,1.136641,1.137618,1.141489,1.137041,1.135324,1.130006,1.122874,1.114617,1.104151,1.064727,1.001613,0.923251,0.829921,0.737525,0.631852,0.484253,0.344327,0.349761,0.048806,-0.067606,-0.22291,-0.322269,-0.409361,-0.468491,-0.485195,-0.47939,-0.459437,-0.442024,-0.427976,-0.41806,-0.414128,-0.411377,-0.411258,-0.40984,-0.409154,-0.403842,-0.397354,-0.394742,-0.391747,-0.391935,-0.392051,-0.39295,-0.392287,-0.393551,-0.39384,-0.393679,-0.394614,-0.395966,-0.396125,-0.396122,-0.395422,-0.395479,-0.396053,-0.395655,-0.395208,2
-0.402286,-0.401668,-0.402357,-0.402141,-0.399872,-0.39641,-0.395193,-0.39441,-0.393274,-0.393113,-0.391786,-0.390691,-0.390026,-0.389149,-0.386251,-0.382921,-0.380238,-0.377299,-0.376905,-0.377411,-0.377682,-0.378583,-0.378883,-0.378925,-0.378552,-0.377377,-0.377136,-0.375509,-0.373774,-0.371773,-0.370246,-0.370111,-0.369969,-0.370428,-0.369369,-0.36861,-0.371383,-0.368115,-0.350511,-0.302432,-0.262205,-0.217773,-0.106137,-0.015062,0.13867,0.304681,0.439843,0.523245,0.623362,0.744193,0.875884,1.005767,1.096188,1.136386,1.142237,1.161436,1.173123,1.182303,1.185773,1.182573,1.189077,1.190406,1.195859,1.187738,1.190771,1.191974,1.186937,1.194015,1.176401,1.150913,1.110758,1.034279,0.931409,0.819958,0.716616,0.607532,0.526871,0.4279,0.323162,0.146378,-0.03103,-0.18934,-0.28725,-0.37779,-0.453409,-0.491025,-0.506344,-0.508566,-0.503835,-0.495479,-0.481331,-0.471819,-0.454948,-0.447644,-0.439183,-0.432553,-0.427418,-0.41875,-0.414603,-0.411145,-0.405519,-0.403413,-0.401634,-0.40099,-0.400444,-0.400542,-0.400908,-0.399993,-0.399156,-0.398941,-0.399311,-0.398671,-0.398278,-0.397749,-0.397903,-0.396381,-0.396026,-0.393593,-0.393827,-0.393125,-0.390811,2
-0.496227,-0.488598,-0.485951,-0.484417,-0.481807,-0.475944,-0.474333,-0.475561,-0.475903,-0.476305,-0.479124,-0.484484,-0.485599,-0.482297,-0.482,-0.482974,-0.48642,-0.484484,-0.481947,-0.4785,-0.477453,-0.478417,-0.480772,-0.481491,-0.48194,-0.478725,-0.478826,-0.480286,-0.481883,-0.478882,-0.445981,-0.407412,-0.396553,-0.390387,-0.395436,-0.386097,-0.366865,-0.35765,-0.34908,-0.331176,-0.286097,-0.240264,-0.001664,0.225255,0.346102,0.533984,0.720801,0.86828,0.980408,1.026574,1.042744,1.052437,1.058905,1.060242,1.057562,1.057395,1.055939,1.054514,1.055675,1.055409,1.053254,1.051132,1.049866,1.042774,1.037875,1.034644,1.034671,1.028932,1.023845,1.018329,1.01687,1.007798,0.986381,0.955407,0.889396,0.796739,0.687347,0.562138,0.435238,0.299368,0.16601,0.078535,-0.021336,-0.123253,-0.202967,-0.257386,-0.299523,-0.327959,-0.348155,-0.35166,-0.364716,-0.381626,-0.395483,-0.396146,-0.391706,-0.37719,-0.361394,-0.350037,-0.336996,-0.331906,-0.345225,-0.368264,-0.398817,-0.422614,-0.435817,-0.447753,-0.45479,-0.457153,-0.456938,-0.456519,-0.452013,-0.450247,-0.447423,-0.446333,-0.443513,-0.4397,-0.434924,-0.434209,-0.434017,-0.434316,-0.43254,1
-0.470055,-0.465615,-0.463553,-0.461874,-0.461659,-0.46286,-0.462719,-0.462891,-0.463057,-0.462756,-0.462818,-0.463105,-0.462622,-0.462727,-0.462312,-0.462698,-0.461524,-0.462234,-0.462428,-0.461732,-0.461398,-0.460808,-0.460961,-0.460283,-0.457176,-0.437133,-0.398086,-0.36562,-0.354594,-0.347272,-0.354304,-0.360465,-0.36322,-0.356119,-0.342797,-0.327009,-0.302164,-0.252859,-0.18956,-0.12667,0.012487,0.120697,0.305189,0.457747,0.603784,0.747296,0.892543,1.024868,1.070696,1.087966,1.098989,1.102355,1.103539,1.105677,1.106186,1.107841,1.105155,1.103356,1.103315,1.102679,1.103003,1.103385,1.099786,1.093416,1.092432,1.091948,1.08773,1.080463,1.059755,1.021759,0.952165,0.867061,0.75859,0.643887,0.514902,0.38536,0.259395,0.1386,0.036479,-0.064234,-0.142167,-0.211019,-0.255792,-0.282024,-0.296682,-0.315513,-0.323842,-0.330525,-0.333415,-0.341127,-0.342983,-0.342897,-0.341902,-0.3451,-0.34622,-0.352677,-0.366453,-0.38979,-0.420497,-0.449136,-0.476434,-0.488933,-0.491623,-0.49058,-0.490101,-0.484175,-0.477872,-0.469948,-0.461446,-0.455079,-0.44741,-0.446564,-0.44614,-0.446552,-0.448883,-0.450929,-0.450323,-0.450945,-0.449246,-0.44834,-0.447224,1
-0.366117,-0.367613,-0.369657,-0.369751,-0.364858,-0.36373,-0.362855,-0.361709,-0.360193,-0.35767,-0.357616,-0.358078,-0.357244,-0.357753,-0.357144,-0.357299,-0.356052,-0.356144,-0.355847,-0.355317,-0.355019,-0.356281,-0.356326,-0.355789,-0.35482,-0.351174,-0.351858,-0.352454,-0.352871,-0.351973,-0.354759,-0.35117,-0.349335,-0.346614,-0.344575,-0.330464,-0.295828,-0.226512,-0.059905,0.108266,0.26637,0.394533,0.490052,0.550403,0.63995,0.777609,0.93256,1.097601,1.218186,1.255901,1.258353,1.269544,1.268154,1.263913,1.269414,1.259007,1.262349,1.262523,1.257861,1.262183,1.254562,1.254604,1.257639,1.247994,1.19061,1.091595,0.967905,0.838288,0.725202,0.596165,0.436232,0.227224,0.013186,-0.161573,-0.308515,-0.41407,-0.453999,-0.453348,-0.437628,-0.422576,-0.411692,-0.405515,-0.400364,-0.394311,-0.384996,-0.373188,-0.356449,-0.336547,-0.323018,-0.320933,-0.325173,-0.333241,-0.344376,-0.355931,-0.363018,-0.366707,-0.368039,-0.368505,-0.367731,-0.367603,-0.370002,-0.366299,-0.370464,-0.372108,-0.371993,-0.376574,-0.376971,-0.380984,-0.384704,-0.387895,-0.393122,-0.39548,-0.396908,-0.400075,-0.399775,-0.400922,-0.401266,-0.400903,-0.398178,-0.397508,-0.394388,2
-0.307417,-0.330592,-0.338239,-0.34364,-0.347842,-0.351436,-0.35467,-0.357177,-0.362167,-0.365455,-0.367942,-0.371127,-0.374089,-0.376645,-0.379557,-0.382159,-0.38371,-0.384823,-0.384736,-0.384048,-0.384249,-0.383237,-0.380497,-0.3802,-0.381326,-0.380681,-0.380321,-0.381157,-0.382368,-0.381417,-0.382415,-0.381559,-0.38269,-0.38132,-0.381792,-0.379595,-0.349597,-0.274951,-0.114131,0.085836,0.287011,0.451537,0.572123,0.675074,0.758228,0.845119,0.940505,1.029397,1.10051,1.165488,1.170152,1.172739,1.175905,1.18174,1.185851,1.187646,1.187283,1.187806,1.19518,1.194641,1.188402,1.185017,1.177807,1.171887,1.142962,1.093593,1.019465,0.914611,0.792882,0.676154,0.565011,0.477564,0.416301,0.35301,0.28945,0.196318,0.11563,0.013135,-0.095801,-0.218897,-0.298213,-0.375357,-0.43716,-0.486872,-0.508151,-0.511755,-0.501857,-0.494415,-0.487002,-0.47404,-0.461109,-0.446274,-0.442417,-0.437322,-0.433391,-0.433458,-0.434523,-0.43238,-0.431558,-0.430603,-0.429657,-0.427513,-0.428646,-0.429561,-0.42799,-0.432057,-0.431788,-0.434847,-0.434364,-0.437,-0.436513,-0.43717,-0.439854,-0.441567,-0.439956,-0.440055,-0.44151,-0.442784,-0.442445,-0.447091,-0.45307,2
-0.772804,-0.804261,-0.81497,-0.818241,-0.816653,-0.811189,-0.80135,-0.79536,-0.79216,-0.791737,-0.789531,-0.789122,-0.791248,-0.790003,-0.789503,-0.789453,-0.787406,-0.788071,-0.776457,-0.734334,-0.639124,-0.483837,-0.278842,-0.078623,0.113721,0.270861,0.383427,0.449169,0.486469,0.511799,0.521449,0.531174,0.538827,0.535391,0.547122,0.548479,0.549979,0.549566,0.5462,0.548233,0.549058,0.548226,0.552584,0.552422,0.553407,0.552509,0.553487,0.556052,0.554299,0.550128,0.555762,0.555713,0.551908,0.550801,0.551949,0.552423,0.551879,0.553682,0.554945,0.555218,0.554905,0.55476,0.553215,0.555262,0.553948,0.552188,0.550579,0.55256,0.552063,0.549884,0.54857,0.545054,0.538217,0.539092,0.539754,0.537974,0.537025,0.53713,0.533742,0.533074,0.530541,0.531171,0.525873,0.520923,0.516259,0.499227,0.48828,0.460643,0.441143,0.418948,0.385998,0.348655,0.27958,0.193199,0.078247,-0.061953,-0.218244,-0.366907,-0.518729,-0.641744,-0.7449,-0.818831,-0.836876,-0.846267,-0.845991,-0.837963,-0.813802,-0.788212,-0.771107,-0.759364,-0.758947,-0.766691,-0.773376,-0.781729,-0.788486,-0.792134,-0.793475,-0.794641,-0.794426,-0.793792,-0.793139,2
-1.424699,-1.316518,-1.287526,-1.27505,-1.267816,-1.264602,-1.260407,-1.258197,-1.257179,-1.255962,-1.25504,-1.25484,-1.254851,-1.255569,-1.254849,-1.255186,-1.254757,-1.256848,-1.248029,-1.223241,-1.153165,-1.034154,-0.873057,-0.668494,-0.447627,-0.228115,-0.028702,0.124325,0.24029,0.311561,0.347919,0.360195,0.361933,0.356997,0.343383,0.341577,0.343095,0.342856,0.338593,0.342866,0.347148,0.352657,0.358506,0.354094,0.356735,0.359844,0.361385,0.358815,0.362682,0.363054,0.365576,0.365551,0.367318,0.367673,0.369839,0.369461,0.366372,0.36559,0.370376,0.370403,0.365571,0.365059,0.369636,0.366037,0.362016,0.359312,0.355983,0.364336,0.359478,0.360329,0.360075,0.359897,0.364671,0.357269,0.350479,0.354681,0.352429,0.352255,0.351988,0.359452,0.350277,0.351848,0.353441,0.349867,0.347098,0.349767,0.347515,0.348091,0.350223,0.350778,0.350995,0.353952,0.352499,0.355269,0.356437,0.3574,0.355608,0.361499,0.362443,0.363586,0.365584,0.365662,0.364929,0.366476,0.368319,0.362648,0.366575,0.36178,0.366141,0.368602,0.357379,0.343573,0.309934,0.273126,0.220414,0.14797,0.04718,-0.079072,-0.216549,-0.379352,-0.535058,2
-0.666938,-0.663846,-0.663326,-0.662816,-0.666112,-0.662099,-0.662375,-0.663284,-0.663714,-0.662888,-0.662328,-0.66218,-0.66057,-0.667058,-0.630836,-0.568905,-0.445632,-0.271236,-0.08761,0.108755,0.287813,0.438048,0.541499,0.617157,0.661785,0.678008,0.672365,0.677394,0.672052,0.669667,0.667839,0.673233,0.674671,0.675211,0.67388,0.674172,0.673275,0.667095,0.667612,0.666127,0.66471,0.66151,0.659103,0.663855,0.663357,0.66126,0.662214,0.662546,0.658567,0.659966,0.656509,0.660055,0.65833,0.656661,0.655502,0.656257,0.655174,0.654715,0.659671,0.657703,0.655369,0.657214,0.656649,0.657871,0.658282,0.656636,0.65848,0.639368,0.626499,0.622047,0.606436,0.567211,0.556878,0.530827,0.489698,0.429201,0.357902,0.2731,0.163425,0.04169,-0.09611,-0.22431,-0.343476,-0.456597,-0.537599,-0.60825,-0.656876,-0.684648,-0.690353,-0.689076,-0.681733,-0.667899,-0.662201,-0.657044,-0.653106,-0.652807,-0.648103,-0.648769,-0.648173,-0.648625,-0.647316,-0.647996,-0.646567,-0.646899,-0.645956,-0.648039,-0.64802,-0.648822,-0.649066,-0.648603,-0.650983,-0.649733,-0.649141,-0.65289,-0.648237,-0.64855,-0.648767,-0.640704,-0.640947,-0.637856,-0.635506,2
-0.713542,-0.722032,-0.722773,-0.722717,-0.72069,-0.721003,-0.722606,-0.723501,-0.723844,-0.725111,-0.727139,-0.727937,-0.715194,-0.686216,-0.626462,-0.564521,-0.51291,-0.481376,-0.473016,-0.471668,-0.463321,-0.445676,-0.430967,-0.42314,-0.417679,-0.416406,-0.415932,-0.396374,-0.353129,-0.258784,-0.134186,-0.013107,0.109566,0.230712,0.320973,0.417563,0.50484,0.576535,0.639448,0.684605,0.712417,0.722353,0.7379,0.737835,0.739455,0.745092,0.745573,0.744285,0.743671,0.742339,0.742562,0.744121,0.742733,0.741585,0.741546,0.741834,0.739751,0.738418,0.737112,0.733219,0.737858,0.736958,0.738382,0.738678,0.736977,0.737099,0.737639,0.736671,0.740553,0.738726,0.732969,0.736988,0.735578,0.732411,0.730754,0.725782,0.719947,0.708504,0.68825,0.656661,0.604711,0.5387,0.461358,0.377174,0.290941,0.203552,0.116045,0.027863,-0.057176,-0.131729,-0.208671,-0.287166,-0.347562,-0.405132,-0.453905,-0.485376,-0.503757,-0.513235,-0.51849,-0.516093,-0.514824,-0.51014,-0.509665,-0.508371,-0.514831,-0.521543,-0.528404,-0.542928,-0.562171,-0.581689,-0.608726,-0.653722,-0.705777,-0.761832,-0.812564,-0.825836,-0.810135,-0.786595,-0.787423,-0.789327,-0.788016,1
